city,city_name,date,nws_settlement_temp,station_id,kalshi_station,source,note
CHI,Chicago (O'Hare International),2020-01-18,35,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-19,19,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-20,31,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-21,29,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-22,34,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-23,34,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-24,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-25,34,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-26,33,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-27,35,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-28,33,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-29,34,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-30,35,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-01-31,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-01,38,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-02,52,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-03,48,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-04,39,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-05,33,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-06,30,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-07,38,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-08,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-09,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-10,39,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-11,35,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-12,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-13,32,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-14,15,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-15,33,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-16,43,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-17,41,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-18,39,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-19,31,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-20,25,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-21,38,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-22,51,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-23,55,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-24,43,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-25,41,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-26,33,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-27,32,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-28,30,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-02-29,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-01,60,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-02,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-03,49,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-04,49,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-05,53,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-06,40,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-07,53,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-08,67,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-09,57,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-10,51,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-11,45,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-12,58,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-13,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-14,40,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-15,42,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-16,40,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-17,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-18,46,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-19,64,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-20,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-21,35,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-22,37,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-23,45,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-24,49,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-25,58,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-26,52,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-27,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-28,67,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-29,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-30,51,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-03-31,43,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-01,53,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-02,61,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-03,70,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-04,52,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-05,52,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-06,64,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-07,80,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-08,74,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-09,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-10,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-11,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-12,66,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-13,56,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-14,41,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-15,40,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-16,47,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-17,42,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-18,59,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-19,62,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-20,64,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-21,53,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-22,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-23,57,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-24,50,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-25,47,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-26,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-27,68,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-28,76,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-29,61,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-04-30,56,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-01,68,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-02,77,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-03,74,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-04,48,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-05,49,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-06,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-07,66,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-08,46,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-09,59,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-10,55,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-11,52,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-12,63,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-13,69,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-14,73,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-15,79,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-16,67,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-17,68,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-18,64,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-19,59,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-20,66,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-21,70,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-22,72,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-23,82,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-24,90,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-25,88,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-26,89,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-27,87,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-28,82,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-29,76,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-30,73,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-05-31,69,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-01,76,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-02,94,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-03,87,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-04,88,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-05,89,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-06,76,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-07,79,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-08,90,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-09,91,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-10,84,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-11,82,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-12,75,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-13,66,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-14,68,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-15,73,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-16,86,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-17,87,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-18,90,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-19,93,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-20,91,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-21,84,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
CHI,Chicago (O'Hare International),2020-06-22,88,GHCND:USW00094846,O'Hare International Airport,NOAA_CDO_GHCND,Official NOAA station data - exact Kalshi settlement
