date,city,city_name,actual_high_temp,actual_low_temp,actual_mean_temp,precipitation,wind_speed,humidity
2020-06-18,NYC,New York (Central Park),75.3,63.8,68.5,0.067,9.3,88
2020-06-19,NYC,New York (Central Park),77.0,65.7,70.7,0.043,10.3,85
2020-06-20,NYC,New York (Central Park),81.1,65.7,73.2,0.008,10.6,83
2020-06-21,NYC,New York (Central Park),82.3,66.8,74.5,0.0,11.7,80
2020-06-22,NYC,New York (Central Park),86.6,68.6,77.7,0.004,11.7,74
2020-06-23,NYC,New York (Central Park),82.0,68.9,75.9,0.0,15.0,77
2020-06-24,NYC,New York (Central Park),85.8,69.5,77.5,0.008,14.3,62
2020-06-25,NYC,New York (Central Park),83.3,65.6,74.3,0.0,13.5,57
2020-06-26,NYC,New York (Central Park),86.4,65.6,75.5,0.0,9.3,55
2020-06-27,NYC,New York (Central Park),79.0,64.1,73.4,0.228,14.7,76
2020-06-28,NYC,New York (Central Park),83.0,67.7,75.2,0.264,9.9,82
2020-06-29,NYC,New York (Central Park),83.9,67.7,74.9,0.031,11.6,73
2020-06-30,NYC,New York (Central Park),76.9,65.4,71.6,0.307,8.1,77
2020-07-01,NYC,New York (Central Park),80.3,66.8,72.7,0.358,9.3,81
2020-07-02,NYC,New York (Central Park),88.4,67.5,77.7,0.0,9.1,70
2020-07-03,NYC,New York (Central Park),88.4,71.6,78.8,0.61,9.2,70
2020-07-04,NYC,New York (Central Park),83.9,68.9,74.7,0.043,10.6,78
2020-07-05,NYC,New York (Central Park),91.1,70.4,78.9,0.0,11.4,70
2020-07-06,NYC,New York (Central Park),90.5,70.1,79.0,0.02,10.5,65
2020-07-07,NYC,New York (Central Park),80.5,71.7,75.1,0.075,12.4,83
2020-07-08,NYC,New York (Central Park),82.7,73.1,76.9,0.087,11.4,87
2020-07-09,NYC,New York (Central Park),85.8,71.2,77.8,0.0,11.9,82
2020-07-10,NYC,New York (Central Park),75.2,72.2,73.8,1.508,21.9,94
2020-07-11,NYC,New York (Central Park),81.5,72.1,76.7,0.394,19.3,86
2020-07-12,NYC,New York (Central Park),87.5,69.6,78.2,0.0,12.5,63
2020-07-13,NYC,New York (Central Park),87.3,70.6,78.1,0.047,11.0,64
2020-07-14,NYC,New York (Central Park),82.6,67.7,75.7,0.0,8.6,65
2020-07-15,NYC,New York (Central Park),78.4,68.2,73.3,0.047,10.6,78
2020-07-16,NYC,New York (Central Park),76.0,67.9,71.4,0.0,13.2,73
2020-07-17,NYC,New York (Central Park),84.5,67.8,75.2,0.126,9.7,80
2020-07-18,NYC,New York (Central Park),91.7,68.8,79.3,0.0,9.2,69
2020-07-19,NYC,New York (Central Park),92.5,71.4,81.6,0.0,16.5,69
2020-07-20,NYC,New York (Central Park),94.9,75.7,84.8,0.0,11.7,63
2020-07-21,NYC,New York (Central Park),90.5,71.1,80.3,0.0,12.9,64
2020-07-22,NYC,New York (Central Park),89.4,74.1,80.9,0.177,13.5,77
2020-07-23,NYC,New York (Central Park),87.9,73.3,78.6,0.311,11.4,84
2020-07-24,NYC,New York (Central Park),78.5,72.2,75.1,1.063,10.3,88
2020-07-25,NYC,New York (Central Park),85.4,69.2,78.2,0.0,9.2,78
2020-07-26,NYC,New York (Central Park),92.9,73.7,82.4,0.0,12.5,61
2020-07-27,NYC,New York (Central Park),95.1,71.2,84.1,0.0,12.0,52
2020-07-28,NYC,New York (Central Park),92.7,77.0,83.8,0.059,10.8,63
2020-07-29,NYC,New York (Central Park),88.7,71.8,80.5,0.0,10.7,69
2020-07-30,NYC,New York (Central Park),90.5,73.3,81.9,0.004,8.4,61
2020-07-31,NYC,New York (Central Park),80.5,72.0,75.8,0.421,7.4,78
2020-08-01,NYC,New York (Central Park),85.4,68.2,77.7,0.0,12.1,70
2020-08-02,NYC,New York (Central Park),83.9,74.7,79.6,0.177,13.1,83
2020-08-03,NYC,New York (Central Park),89.3,74.6,80.4,0.094,12.2,67
2020-08-04,NYC,New York (Central Park),80.4,72.5,75.9,0.917,35.3,84
2020-08-05,NYC,New York (Central Park),86.2,70.3,77.7,0.0,12.2,67
2020-08-06,NYC,New York (Central Park),78.8,66.1,72.3,0.059,9.3,76
2020-08-07,NYC,New York (Central Park),80.4,70.4,74.4,0.122,8.6,78
2020-08-08,NYC,New York (Central Park),80.3,68.8,74.1,0.406,7.1,86
2020-08-09,NYC,New York (Central Park),83.9,69.2,76.8,0.047,11.4,82
2020-08-10,NYC,New York (Central Park),88.6,72.2,80.2,0.008,9.9,78
2020-08-11,NYC,New York (Central Park),84.9,74.8,79.7,0.047,14.0,83
2020-08-12,NYC,New York (Central Park),87.5,73.8,80.0,0.252,7.2,83
2020-08-13,NYC,New York (Central Park),79.2,73.6,75.6,0.189,8.0,84
2020-08-14,NYC,New York (Central Park),85.5,72.1,77.9,0.0,11.6,71
2020-08-15,NYC,New York (Central Park),83.2,69.1,74.5,0.004,11.2,69
2020-08-16,NYC,New York (Central Park),70.4,65.0,68.0,0.492,15.3,86
2020-08-17,NYC,New York (Central Park),78.9,61.8,69.8,0.193,13.2,82
2020-08-18,NYC,New York (Central Park),82.3,65.0,73.6,0.055,8.0,72
2020-08-19,NYC,New York (Central Park),74.9,65.7,69.7,0.201,6.6,83
2020-08-20,NYC,New York (Central Park),78.7,61.9,69.9,0.0,7.2,70
2020-08-21,NYC,New York (Central Park),83.6,64.1,74.1,0.0,11.4,71
2020-08-22,NYC,New York (Central Park),85.6,70.2,77.3,0.024,9.6,76
2020-08-23,NYC,New York (Central Park),83.6,69.1,76.2,0.0,9.2,83
2020-08-24,NYC,New York (Central Park),87.9,71.1,78.7,0.012,9.4,80
2020-08-25,NYC,New York (Central Park),91.1,72.6,79.5,0.012,16.1,67
2020-08-26,NYC,New York (Central Park),78.7,66.2,72.1,0.0,14.2,51
2020-08-27,NYC,New York (Central Park),91.8,66.3,77.0,0.079,16.8,69
2020-08-28,NYC,New York (Central Park),88.8,68.9,76.1,0.055,13.5,76
2020-08-29,NYC,New York (Central Park),77.8,71.5,74.8,0.819,15.8,90
2020-08-30,NYC,New York (Central Park),77.9,64.1,70.4,0.0,14.9,60
2020-08-31,NYC,New York (Central Park),74.0,60.7,67.8,0.0,8.1,69
2020-09-01,NYC,New York (Central Park),77.0,67.2,71.2,0.043,11.2,79
2020-09-02,NYC,New York (Central Park),76.9,66.9,73.0,0.476,9.9,91
2020-09-03,NYC,New York (Central Park),85.4,73.0,76.7,0.791,12.2,78
2020-09-04,NYC,New York (Central Park),83.3,66.6,74.9,0.0,9.7,72
2020-09-05,NYC,New York (Central Park),77.5,61.4,69.4,0.0,11.2,62
2020-09-06,NYC,New York (Central Park),79.5,62.3,70.7,0.0,11.7,65
2020-09-07,NYC,New York (Central Park),77.0,62.5,70.0,0.0,14.7,79
2020-09-08,NYC,New York (Central Park),80.8,62.8,71.1,0.0,10.1,84
2020-09-09,NYC,New York (Central Park),79.5,66.2,72.7,0.035,6.7,87
2020-09-10,NYC,New York (Central Park),80.3,71.5,75.2,0.673,9.1,92
2020-09-11,NYC,New York (Central Park),75.8,62.3,70.5,0.028,12.7,74
2020-09-12,NYC,New York (Central Park),70.0,60.2,64.2,0.0,9.2,73
2020-09-13,NYC,New York (Central Park),73.1,61.2,68.4,0.008,13.0,80
2020-09-14,NYC,New York (Central Park),76.7,58.6,68.7,0.0,12.9,63
2020-09-15,NYC,New York (Central Park),66.3,52.3,59.1,0.0,11.3,63
2020-09-16,NYC,New York (Central Park),71.5,53.3,62.7,0.0,13.7,74
2020-09-17,NYC,New York (Central Park),72.1,60.5,66.5,0.0,9.5,83
2020-09-18,NYC,New York (Central Park),67.3,55.1,62.2,0.0,16.8,65
2020-09-19,NYC,New York (Central Park),62.2,48.8,55.1,0.0,15.9,48
2020-09-20,NYC,New York (Central Park),62.5,48.6,54.6,0.0,11.2,53
2020-09-21,NYC,New York (Central Park),65.0,46.5,55.2,0.0,9.7,61
2020-09-22,NYC,New York (Central Park),71.7,47.8,59.0,0.0,11.9,54
2020-09-23,NYC,New York (Central Park),78.5,54.5,65.7,0.0,14.2,56
2020-09-24,NYC,New York (Central Park),76.0,54.8,65.3,0.0,9.7,71
2020-09-25,NYC,New York (Central Park),76.6,56.2,65.7,0.0,8.6,80
2020-09-26,NYC,New York (Central Park),73.4,58.8,65.8,0.067,10.8,88
2020-09-27,NYC,New York (Central Park),77.0,63.9,69.9,0.02,10.5,88
2020-09-28,NYC,New York (Central Park),74.8,66.9,70.1,0.059,13.2,88
2020-09-29,NYC,New York (Central Park),74.2,64.7,69.2,0.642,15.7,92
2020-09-30,NYC,New York (Central Park),70.4,60.1,65.6,1.087,18.6,72
2020-10-01,NYC,New York (Central Park),71.2,57.1,63.8,0.008,10.3,63
2020-10-02,NYC,New York (Central Park),64.4,53.8,58.9,0.157,10.2,72
2020-10-03,NYC,New York (Central Park),65.0,49.9,56.3,0.0,7.3,66
2020-10-04,NYC,New York (Central Park),65.0,49.4,57.1,0.035,8.0,74
2020-10-05,NYC,New York (Central Park),67.1,51.5,59.1,0.0,7.5,77
2020-10-06,NYC,New York (Central Park),67.7,52.0,61.1,0.016,10.7,72
2020-10-07,NYC,New York (Central Park),75.1,55.3,64.0,0.004,17.9,63
2020-10-08,NYC,New York (Central Park),63.2,50.2,57.1,0.0,17.1,55
2020-10-09,NYC,New York (Central Park),67.3,48.8,57.9,0.0,13.2,62
2020-10-10,NYC,New York (Central Park),74.8,56.1,64.8,0.0,14.8,71
2020-10-11,NYC,New York (Central Park),65.8,58.0,62.5,0.031,11.6,74
2020-10-12,NYC,New York (Central Park),56.8,51.4,54.3,0.945,15.7,90
2020-10-13,NYC,New York (Central Park),58.5,54.1,56.6,0.354,15.2,91
2020-10-14,NYC,New York (Central Park),68.6,48.8,57.6,0.0,9.8,67
2020-10-15,NYC,New York (Central Park),71.3,51.6,61.4,0.0,16.8,79
2020-10-16,NYC,New York (Central Park),62.3,49.3,56.4,0.902,13.6,88
2020-10-17,NYC,New York (Central Park),59.2,44.6,51.4,0.11,11.0,67
2020-10-18,NYC,New York (Central Park),62.3,46.5,54.1,0.0,14.7,72
2020-10-19,NYC,New York (Central Park),63.9,48.9,57.3,0.004,9.7,83
2020-10-20,NYC,New York (Central Park),70.4,55.7,61.7,0.0,6.6,91
2020-10-21,NYC,New York (Central Park),67.6,58.6,62.4,0.004,8.5,96
2020-10-22,NYC,New York (Central Park),69.9,61.4,64.6,0.0,6.1,94
2020-10-23,NYC,New York (Central Park),68.6,60.7,63.4,0.024,8.4,94
2020-10-24,NYC,New York (Central Park),69.6,48.4,60.9,0.008,12.8,77
2020-10-25,NYC,New York (Central Park),51.4,44.3,48.3,0.047,10.3,67
2020-10-26,NYC,New York (Central Park),61.9,51.6,56.4,0.039,11.9,88
2020-10-27,NYC,New York (Central Park),59.6,53.7,56.8,0.028,8.4,76
2020-10-28,NYC,New York (Central Park),60.9,52.0,55.0,0.146,6.5,85
2020-10-29,NYC,New York (Central Park),53.5,46.9,50.7,1.606,17.6,91
2020-10-30,NYC,New York (Central Park),46.7,36.5,41.1,0.689,19.2,86
2020-10-31,NYC,New York (Central Park),44.5,31.6,39.3,0.0,9.6,70
2020-11-01,NYC,New York (Central Park),56.9,40.5,48.6,0.315,18.6,78
2020-11-02,NYC,New York (Central Park),43.4,37.1,40.3,0.012,25.4,52
2020-11-03,NYC,New York (Central Park),52.8,39.5,45.9,0.0,16.2,53
2020-11-04,NYC,New York (Central Park),61.1,39.2,49.3,0.0,11.9,70
2020-11-05,NYC,New York (Central Park),65.2,44.8,53.8,0.0,12.3,76
2020-11-06,NYC,New York (Central Park),68.1,49.1,56.8,0.0,9.3,76
2020-11-07,NYC,New York (Central Park),70.9,46.7,58.0,0.0,7.2,69
2020-11-08,NYC,New York (Central Park),70.7,46.2,56.5,0.0,5.9,75
2020-11-09,NYC,New York (Central Park),70.1,45.5,55.7,0.0,5.6,81
2020-11-10,NYC,New York (Central Park),71.0,52.7,60.2,0.0,9.6,88
2020-11-11,NYC,New York (Central Park),70.4,59.5,64.2,0.669,11.1,94
2020-11-12,NYC,New York (Central Park),64.9,47.0,54.6,0.339,15.4,87
2020-11-13,NYC,New York (Central Park),51.6,43.6,47.4,0.118,9.0,90
2020-11-14,NYC,New York (Central Park),51.8,38.9,44.9,0.0,11.1,68
2020-11-15,NYC,New York (Central Park),62.8,36.9,49.7,0.165,27.8,76
2020-11-16,NYC,New York (Central Park),51.9,39.7,47.1,0.0,15.9,54
2020-11-17,NYC,New York (Central Park),47.0,34.9,40.8,0.051,14.5,61
2020-11-18,NYC,New York (Central Park),35.3,27.3,32.5,0.0,15.5,51
2020-11-19,NYC,New York (Central Park),44.5,26.5,36.5,0.0,13.5,62
2020-11-20,NYC,New York (Central Park),58.4,40.8,48.6,0.0,12.5,64
2020-11-21,NYC,New York (Central Park),59.7,44.3,51.4,0.0,10.4,62
2020-11-22,NYC,New York (Central Park),55.9,39.8,46.4,0.016,15.2,75
2020-11-23,NYC,New York (Central Park),56.9,39.7,49.5,0.579,19.1,73
2020-11-24,NYC,New York (Central Park),47.0,36.2,40.9,0.0,10.8,67
2020-11-25,NYC,New York (Central Park),52.4,39.4,46.0,0.016,10.6,75
2020-11-26,NYC,New York (Central Park),62.5,48.8,55.2,0.445,12.8,87
2020-11-27,NYC,New York (Central Park),60.3,44.5,50.8,0.0,9.6,77
2020-11-28,NYC,New York (Central Park),54.8,39.9,46.6,0.0,10.9,69
2020-11-29,NYC,New York (Central Park),51.4,35.3,42.7,0.0,7.5,68
2020-11-30,NYC,New York (Central Park),61.8,41.0,54.3,1.496,29.4,88
2020-12-01,NYC,New York (Central Park),57.9,37.0,47.8,0.02,17.3,76
2020-12-02,NYC,New York (Central Park),44.3,34.4,38.6,0.0,18.9,61
2020-12-03,NYC,New York (Central Park),49.4,32.6,40.3,0.004,12.2,57
2020-12-04,NYC,New York (Central Park),52.4,39.8,44.8,0.173,13.2,74
