date,city,city_name,actual_high_temp,actual_low_temp,actual_mean_temp,pressure_msl,wind_speed,wind_direction,wind_gusts,precipitation,rain,humidity,dewpoint,cloudcover,sunshine_hours,wind_from_north,wind_from_south,wind_from_east,wind_from_west,pressure_change_24h,temp_range
2020-01-16,NYC,New York (Central Park),47.1,33.1,41.4,1014.6,22.8,293,47.4,0.114,0.114,68,30.6,50,7.401977777777778,0,0,0,1,-6.100000000000023,14.0
2020-01-17,NYC,New York (Central Park),31.8,21.0,25.4,1034.6,21.3,328,39.6,0.0,0.0,41,4.8,31,8.512580555555555,1,0,0,0,19.999999999999886,10.8
2020-01-18,NYC,New York (Central Park),36.0,20.3,26.4,1028.1,13.8,203,24.8,0.327,0.016,59,12.9,100,0.2619361111111111,0,1,0,0,-6.5,15.7
2020-01-19,NYC,New York (Central Park),43.7,28.8,36.2,1008.5,16.2,285,29.1,0.051,0.051,67,25.4,64,6.296488888888889,0,0,0,1,-19.59999999999991,14.900000000000002
2020-01-20,NYC,New York (Central Park),30.0,18.7,24.2,1024.3,15.1,330,30.4,0.0,0.0,45,5.5,8,8.626516666666667,1,0,0,0,15.799999999999955,11.3
2020-01-21,NYC,New York (Central Park),34.0,19.5,25.5,1030.7,9.9,327,18.3,0.0,0.0,50,8.2,19,8.674441666666667,1,0,0,0,6.400000000000091,14.5
2020-01-22,NYC,New York (Central Park),37.0,21.7,27.5,1031.0,6.5,243,11.0,0.0,0.0,66,16.5,8,8.701544444444444,0,0,0,1,0.2999999999999545,15.3
2020-01-23,NYC,New York (Central Park),44.4,24.3,32.1,1029.0,6.0,238,11.2,0.0,0.0,61,18.3,88,7.155555555555556,0,0,0,1,-2.0,20.099999999999998
2020-01-24,NYC,New York (Central Park),49.2,26.5,36.6,1027.4,7.9,65,13.6,0.0,0.0,69,26.8,51,8.446330555555555,0,0,1,0,-1.599999999999909,22.700000000000003
2020-01-25,NYC,New York (Central Park),49.9,34.0,41.0,1014.6,20.2,86,42.7,1.039,1.039,94,39.5,82,0.0,0,0,1,0,-12.800000000000068,15.899999999999999
2020-01-26,NYC,New York (Central Park),45.6,33.6,38.8,1008.9,13.9,263,26.6,0.0,0.0,74,30.7,33,7.645583333333333,0,0,0,1,-5.7000000000000455,12.0
2020-01-27,NYC,New York (Central Park),45.2,31.0,38.0,1006.2,13.4,262,25.9,0.0,0.0,67,27.5,60,4.814233333333334,0,0,0,1,-2.699999999999932,14.200000000000003
2020-01-28,NYC,New York (Central Park),41.6,31.0,36.8,1010.2,13.3,307,25.7,0.0,0.0,62,24.9,69,3.2580444444444443,0,0,0,1,4.0,10.600000000000001
2020-01-29,NYC,New York (Central Park),39.5,26.3,32.4,1018.4,11.5,336,21.0,0.0,0.0,59,19.3,20,8.833644444444444,1,0,0,0,8.199999999999932,13.2
2020-01-30,NYC,New York (Central Park),34.3,21.5,28.2,1026.3,9.9,25,17.9,0.0,0.0,67,18.4,54,8.683036111111111,1,0,0,0,7.899999999999977,12.799999999999997
2020-01-31,NYC,New York (Central Park),43.1,26.8,35.6,1025.8,7.2,95,15.2,0.043,0.043,83,30.9,83,4.1939222222222226,0,0,1,0,-0.5,16.3
2020-02-01,NYC,New York (Central Park),41.4,30.9,36.3,1013.1,4.3,349,9.6,0.028,0.028,94,34.6,86,0.0,1,0,0,0,-12.699999999999932,10.5
2020-02-02,NYC,New York (Central Park),42.8,32.8,36.5,1001.8,11.6,269,22.8,0.13,0.087,84,31.5,90,3.249622222222222,0,0,0,1,-11.300000000000068,10.0
2020-02-03,NYC,New York (Central Park),53.6,33.3,42.2,1008.7,10.8,248,21.7,0.004,0.004,76,34.4,41,8.985666666666667,0,0,0,1,6.900000000000091,20.300000000000004
2020-02-04,NYC,New York (Central Park),55.4,36.8,45.1,1009.2,9.8,265,18.1,0.11,0.11,90,42.4,97,1.9935916666666667,0,0,0,1,0.5,18.6
2020-02-05,NYC,New York (Central Park),46.4,37.4,40.0,1015.7,11.9,12,21.7,0.031,0.031,68,29.6,100,0.0,1,0,0,0,6.5,9.0
2020-02-06,NYC,New York (Central Park),42.8,36.2,39.2,1003.9,11.9,65,21.0,0.579,0.579,93,37.3,100,0.0,0,0,1,0,-11.800000000000068,6.599999999999994
2020-02-07,NYC,New York (Central Park),56.0,32.3,39.9,990.6,27.2,271,51.5,0.406,0.39,78,32.9,90,4.273027777777778,0,0,0,1,-13.299999999999955,23.700000000000003
2020-02-08,NYC,New York (Central Park),39.8,27.2,32.9,1020.2,15.5,276,30.4,0.0,0.0,55,17.7,37,6.99081111111111,0,0,0,1,29.600000000000023,12.599999999999998
2020-02-09,NYC,New York (Central Park),42.7,28.2,34.1,1031.4,8.1,56,16.6,0.0,0.0,81,28.5,75,8.197783333333334,0,0,1,0,11.200000000000045,14.500000000000004
2020-02-10,NYC,New York (Central Park),46.9,37.7,41.9,1021.8,14.3,211,26.2,0.421,0.421,87,38.2,100,0.0,0,1,0,0,-9.600000000000136,9.199999999999996
2020-02-11,NYC,New York (Central Park),45.8,41.0,42.9,1013.7,11.5,332,20.1,0.35,0.35,95,41.6,99,0.4350583333333333,1,0,0,0,-8.099999999999909,4.799999999999997
2020-02-12,NYC,New York (Central Park),44.9,33.0,39.4,1020.0,14.6,255,26.2,0.028,0.028,62,26.9,90,7.173213888888889,0,0,0,1,6.2999999999999545,11.899999999999999
2020-02-13,NYC,New York (Central Park),43.3,35.3,39.1,1007.4,12.4,300,22.4,0.724,0.724,91,36.6,100,0.0,0,0,0,1,-12.600000000000023,8.0
2020-02-14,NYC,New York (Central Park),36.0,17.3,28.5,1024.9,15.9,321,31.5,0.0,0.0,51,11.1,9,9.669250000000002,1,0,0,0,17.500000000000114,18.7
2020-02-15,NYC,New York (Central Park),28.9,15.0,22.0,1034.7,12.1,195,23.7,0.0,0.0,53,6.9,41,9.375594444444443,0,1,0,0,9.799999999999955,13.899999999999999
2020-02-16,NYC,New York (Central Park),44.9,26.2,34.2,1021.9,10.0,229,19.5,0.0,0.0,66,23.9,86,6.000416666666666,0,0,0,1,-12.800000000000068,18.7
2020-02-17,NYC,New York (Central Park),48.9,31.2,38.3,1024.0,8.5,334,16.1,0.0,0.0,66,27.3,54,9.740694444444445,1,0,0,0,2.1000000000000227,17.7
2020-02-18,NYC,New York (Central Park),48.0,32.3,39.8,1022.5,11.0,82,20.1,0.059,0.059,85,35.6,99,0.0,0,0,1,0,-1.5,15.700000000000003
2020-02-19,NYC,New York (Central Park),45.8,29.5,39.6,1023.2,14.4,311,28.9,0.0,0.0,60,25.7,35,9.81076388888889,0,0,0,1,0.7000000000000455,16.299999999999997
2020-02-20,NYC,New York (Central Park),37.3,25.3,30.6,1030.6,11.8,319,24.8,0.0,0.0,52,14.2,74,8.970069444444444,1,0,0,0,7.399999999999864,11.999999999999996
2020-02-21,NYC,New York (Central Park),34.9,20.0,26.8,1031.2,11.4,323,21.5,0.0,0.0,46,8.1,0,9.893225000000001,1,0,0,0,0.6000000000001364,14.899999999999999
2020-02-22,NYC,New York (Central Park),47.5,25.6,35.0,1024.4,13.0,250,25.1,0.0,0.0,46,15.8,5,9.938452777777778,0,0,0,1,-6.7999999999999545,21.9
2020-02-23,NYC,New York (Central Park),52.8,27.7,39.6,1021.5,10.9,240,21.3,0.0,0.0,47,20.2,5,9.986122222222223,0,0,0,1,-2.900000000000091,25.099999999999998
2020-02-24,NYC,New York (Central Park),55.4,28.7,41.8,1016.8,9.1,190,17.9,0.0,0.0,64,29.6,52,9.38,0,1,0,0,-4.7000000000000455,26.7
2020-02-25,NYC,New York (Central Park),49.5,39.6,45.1,1012.1,7.4,180,14.1,0.094,0.094,85,40.7,100,0.0,0,1,0,0,-4.699999999999932,9.899999999999999
2020-02-26,NYC,New York (Central Park),48.9,41.6,44.5,1011.9,13.3,68,23.9,0.004,0.004,92,42.4,99,0.13274444444444444,0,0,1,0,-0.20000000000004547,7.299999999999997
2020-02-27,NYC,New York (Central Park),47.5,29.5,38.9,1001.0,24.1,264,45.9,0.488,0.488,61,25.1,44,10.20101111111111,0,0,0,1,-10.899999999999977,18.0
2020-02-28,NYC,New York (Central Park),40.6,26.8,32.7,1010.4,21.7,257,41.6,0.0,0.0,42,11.5,29,10.198788888888888,0,0,0,1,9.399999999999977,13.8
2020-02-29,NYC,New York (Central Park),35.9,24.3,29.3,1012.3,17.8,284,34.2,0.0,0.0,44,9.8,27,10.099052777777777,0,0,0,1,1.8999999999999773,11.599999999999998
2020-03-01,NYC,New York (Central Park),43.8,23.1,31.8,1020.0,13.5,292,27.3,0.0,0.0,52,15.6,7,10.346836111111111,0,0,0,1,7.7000000000000455,20.699999999999996
2020-03-02,NYC,New York (Central Park),55.8,29.7,43.9,1014.6,17.2,199,30.6,0.0,0.0,63,31.5,50,10.071805555555555,0,1,0,0,-5.399999999999977,26.099999999999998
2020-03-03,NYC,New York (Central Park),56.5,44.0,49.1,1004.6,14.1,203,31.8,0.323,0.323,87,45.3,84,6.0,0,1,0,0,-10.0,12.5
2020-03-04,NYC,New York (Central Park),54.9,40.7,46.9,1007.2,21.1,273,40.3,0.008,0.008,57,30.9,32,10.433005555555555,0,0,0,1,2.6000000000000227,14.199999999999996
2020-03-05,NYC,New York (Central Park),50.6,33.7,41.1,1018.7,11.2,281,20.4,0.0,0.0,63,28.2,39,10.079063888888887,0,0,0,1,11.5,16.9
2020-03-06,NYC,New York (Central Park),43.8,32.3,39.0,1012.9,12.2,45,22.8,0.177,0.177,86,35.0,77,2.346494444444444,0,0,1,0,-5.800000000000068,11.5
2020-03-07,NYC,New York (Central Park),46.4,32.6,38.2,1021.8,16.8,341,32.9,0.008,0.008,53,19.9,39,9.719405555555555,1,0,0,0,8.899999999999977,13.799999999999997
2020-03-08,NYC,New York (Central Park),56.1,28.5,42.1,1029.5,12.4,254,24.4,0.0,0.0,45,21.9,23,10.618808333333334,0,0,0,1,7.7000000000000455,27.6
2020-03-09,NYC,New York (Central Park),67.5,38.2,52.3,1026.5,12.7,230,24.2,0.0,0.0,45,31.0,25,10.69131388888889,0,0,0,1,-3.0,29.299999999999997
2020-03-10,NYC,New York (Central Park),60.3,46.4,53.9,1017.9,16.3,231,30.4,0.039,0.039,69,43.7,87,1.828936111111111,0,0,0,1,-8.600000000000023,13.899999999999999
2020-03-11,NYC,New York (Central Park),54.4,37.4,46.4,1018.9,15.9,340,28.4,0.0,0.0,63,33.7,62,9.5832,1,0,0,0,1.0,17.0
2020-03-12,NYC,New York (Central Park),48.8,34.4,42.6,1020.5,11.4,94,20.4,0.035,0.035,78,36.0,77,3.332636111111111,0,0,1,0,1.6000000000000227,14.399999999999999
2020-03-13,NYC,New York (Central Park),66.8,44.8,54.4,1012.2,19.9,233,36.5,0.433,0.433,70,42.0,64,4.939825,0,0,0,1,-8.299999999999955,22.0
2020-03-14,NYC,New York (Central Park),53.8,38.4,46.3,1025.8,13.3,303,25.1,0.004,0.004,44,25.4,52,10.416725,0,0,0,1,13.599999999999909,15.399999999999999
2020-03-15,NYC,New York (Central Park),51.8,36.2,43.4,1030.8,8.9,8,15.9,0.0,0.0,51,25.8,29,10.615247222222223,1,0,0,0,5.0,15.599999999999994
2020-03-16,NYC,New York (Central Park),44.2,28.1,36.6,1034.4,12.7,82,25.3,0.0,0.0,58,22.9,52,9.555958333333333,0,0,1,0,3.6000000000001364,16.1
2020-03-17,NYC,New York (Central Park),53.1,38.5,44.2,1022.8,11.4,243,22.6,0.228,0.201,82,38.7,78,4.288719444444444,0,0,0,1,-11.600000000000136,14.600000000000001
2020-03-18,NYC,New York (Central Park),50.5,33.5,43.0,1030.6,10.3,179,21.3,0.004,0.004,65,31.4,60,10.015416666666667,0,1,0,0,7.7999999999999545,17.0
2020-03-19,NYC,New York (Central Park),54.8,40.2,46.6,1024.5,12.6,71,24.2,0.642,0.642,85,42.1,96,2.724758333333333,0,0,1,0,-6.099999999999909,14.599999999999994
2020-03-20,NYC,New York (Central Park),74.5,44.3,58.5,1013.9,21.5,229,38.3,0.228,0.228,79,51.1,94,3.820602777777778,0,0,0,1,-10.600000000000023,30.200000000000003
2020-03-21,NYC,New York (Central Park),58.5,38.1,45.6,1025.0,15.4,355,30.0,0.0,0.0,44,24.5,58,10.12871111111111,1,0,0,0,11.100000000000023,20.4
2020-03-22,NYC,New York (Central Park),42.2,30.1,35.9,1037.0,12.7,61,24.4,0.0,0.0,52,19.8,75,9.766547222222222,0,0,1,0,12.0,12.100000000000001
2020-03-23,NYC,New York (Central Park),40.6,35.2,36.4,1026.3,16.4,57,36.9,1.083,0.965,86,32.5,98,0.0,0,0,1,0,-10.700000000000045,5.399999999999999
2020-03-24,NYC,New York (Central Park),56.6,33.4,43.2,1019.4,11.2,350,22.6,0.0,0.0,71,33.2,34,11.471230555555556,1,0,0,0,-6.899999999999977,23.200000000000003
2020-03-25,NYC,New York (Central Park),45.2,36.5,40.9,1018.5,15.0,54,29.1,0.02,0.02,77,34.1,88,1.7942166666666668,0,0,1,0,-0.8999999999999773,8.700000000000003
2020-03-26,NYC,New York (Central Park),56.6,33.1,44.1,1015.2,12.5,210,24.4,0.0,0.0,73,35.5,29,11.562241666666667,0,1,0,0,-3.2999999999999545,23.5
2020-03-27,NYC,New York (Central Park),64.1,45.0,53.0,1011.6,9.8,317,20.6,0.008,0.008,60,38.0,33,11.008805555555554,1,0,0,0,-3.6000000000000227,19.099999999999994
2020-03-28,NYC,New York (Central Park),49.0,41.1,45.4,1018.8,11.7,60,23.7,0.417,0.417,79,38.6,90,0.4542833333333334,0,0,1,0,7.199999999999932,7.899999999999999
2020-03-29,NYC,New York (Central Park),50.9,44.3,46.7,1013.9,14.3,50,26.8,0.122,0.122,93,44.8,100,0.0,0,0,1,0,-4.899999999999977,6.600000000000001
2020-03-30,NYC,New York (Central Park),53.8,39.4,45.8,1013.7,7.4,116,23.3,0.307,0.307,88,42.3,78,8.819375,0,0,1,0,-0.1999999999999318,14.399999999999999
2020-03-31,NYC,New York (Central Park),47.3,39.7,42.3,1016.0,10.5,85,19.9,0.067,0.067,80,36.4,99,1.9834972222222222,0,0,1,0,2.2999999999999545,7.599999999999994
2020-04-01,NYC,New York (Central Park),54.2,36.0,44.3,1009.3,14.0,19,24.6,0.0,0.0,58,29.4,76,11.115658333333334,1,0,0,0,-6.7000000000000455,18.200000000000003
2020-04-02,NYC,New York (Central Park),56.6,36.3,46.9,1005.8,20.8,327,38.7,0.0,0.0,50,28.4,50,9.874697222222224,1,0,0,0,-3.5,20.300000000000004
2020-04-03,NYC,New York (Central Park),49.2,42.0,46.5,1006.2,17.2,345,33.3,0.276,0.276,79,40.1,99,0.07325555555555556,1,0,0,0,0.40000000000009095,7.200000000000003
2020-04-04,NYC,New York (Central Park),58.5,44.4,49.1,1015.4,10.7,28,20.6,0.016,0.016,75,41.1,96,2.5716916666666667,1,0,0,0,9.199999999999932,14.100000000000001
2020-04-05,NYC,New York (Central Park),60.7,41.6,50.0,1016.5,10.6,175,21.7,0.0,0.0,84,44.9,67,10.048494444444446,0,1,0,0,1.1000000000000227,19.1
2020-04-06,NYC,New York (Central Park),62.3,44.9,52.9,1015.9,10.3,329,19.7,0.047,0.047,59,37.0,40,12.0,1,0,0,0,-0.6000000000000227,17.4
2020-04-07,NYC,New York (Central Park),63.5,45.0,52.7,1011.6,13.9,222,26.4,0.0,0.0,53,35.5,74,11.0,0,1,0,0,-4.2999999999999545,18.5
2020-04-08,NYC,New York (Central Park),65.5,46.4,54.8,1001.2,10.1,330,21.5,0.201,0.201,76,46.7,52,10.710419444444446,1,0,0,0,-10.399999999999977,19.1
2020-04-09,NYC,New York (Central Park),61.2,42.2,49.2,994.9,19.8,251,48.8,0.354,0.354,74,40.1,54,5.4878833333333334,0,0,0,1,-6.300000000000068,19.0
2020-04-10,NYC,New York (Central Park),48.2,37.7,42.9,997.6,23.9,286,47.9,0.055,0.055,53,26.0,59,11.135266666666666,0,0,0,1,2.7000000000000455,10.5
2020-04-11,NYC,New York (Central Park),52.1,35.8,43.8,1012.8,17.1,283,32.7,0.0,0.0,45,22.7,24,10.556119444444445,0,0,0,1,15.199999999999932,16.300000000000004
2020-04-12,NYC,New York (Central Park),59.0,35.6,49.4,1020.3,17.2,163,30.2,0.004,0.004,66,38.2,65,9.507808333333333,0,1,0,0,7.5,23.4
2020-04-13,NYC,New York (Central Park),64.2,54.1,58.7,1006.7,31.1,194,69.6,1.638,1.638,84,53.6,73,1.0,0,1,0,0,-13.599999999999909,10.100000000000001
2020-04-14,NYC,New York (Central Park),55.6,43.0,49.6,1016.4,14.6,300,26.8,0.0,0.0,50,31.5,67,10.942391666666667,0,0,0,1,9.699999999999932,12.600000000000001
2020-04-15,NYC,New York (Central Park),51.0,39.6,44.8,1014.5,15.2,297,30.0,0.055,0.055,50,25.7,66,8.486858333333332,0,0,0,1,-1.8999999999999773,11.399999999999999
2020-04-16,NYC,New York (Central Park),48.1,36.5,42.7,1018.7,16.5,288,32.7,0.0,0.0,45,21.7,52,12.010280555555557,0,0,0,1,4.2000000000000455,11.600000000000001
2020-04-17,NYC,New York (Central Park),49.7,31.6,40.6,1022.2,13.2,261,26.2,0.094,0.094,61,26.7,62,8.201530555555555,0,0,0,1,3.5,18.1
2020-04-18,NYC,New York (Central Park),47.4,37.1,42.7,1009.6,16.0,354,30.9,0.323,0.323,78,35.8,78,2.5898583333333334,1,0,0,0,-12.600000000000023,10.299999999999997
2020-04-19,NYC,New York (Central Park),59.6,34.6,48.0,1010.7,17.9,232,34.0,0.0,0.0,55,32.0,42,10.270927777777777,0,0,0,1,1.1000000000000227,25.0
2020-04-20,NYC,New York (Central Park),53.2,43.1,48.2,1004.7,12.6,354,24.2,0.0,0.0,59,33.6,84,3.6571527777777777,1,0,0,0,-6.0,10.100000000000001
2020-04-21,NYC,New York (Central Park),59.5,39.3,47.4,1002.0,16.3,241,46.5,0.366,0.366,70,37.6,45,8.70166388888889,0,0,0,1,-2.7000000000000455,20.200000000000003
2020-04-22,NYC,New York (Central Park),48.4,33.2,40.6,1011.6,19.5,293,36.9,0.0,0.0,42,18.3,28,12.582361111111112,0,0,0,1,9.600000000000023,15.199999999999996
2020-04-23,NYC,New York (Central Park),50.0,33.4,41.8,1017.3,8.3,187,18.1,0.047,0.047,57,27.3,87,5.027947222222222,0,1,0,0,5.699999999999932,16.6
2020-04-24,NYC,New York (Central Park),47.9,40.0,44.5,1008.7,14.9,24,28.6,0.587,0.587,91,42.0,79,0.0,1,0,0,0,-8.599999999999909,7.899999999999999
2020-04-25,NYC,New York (Central Park),61.6,36.2,48.8,1017.1,10.4,167,21.3,0.004,0.004,72,39.5,57,11.388030555555556,0,1,0,0,8.399999999999977,25.4
2020-04-26,NYC,New York (Central Park),48.7,42.0,45.7,1012.2,22.3,47,40.3,0.299,0.299,84,41.0,100,0.07852222222222223,0,0,1,0,-4.899999999999977,6.700000000000003
2020-04-27,NYC,New York (Central Park),46.5,39.6,42.8,1013.5,16.1,357,30.2,0.043,0.043,79,36.5,93,0.0,1,0,0,0,1.2999999999999545,6.899999999999999
2020-04-28,NYC,New York (Central Park),62.9,35.7,48.9,1019.7,13.1,312,25.3,0.0,0.0,67,36.6,30,11.50650277777778,0,0,0,1,6.2000000000000455,27.199999999999996
2020-04-29,NYC,New York (Central Park),56.8,39.8,47.8,1022.9,14.2,96,27.5,0.071,0.071,83,42.4,74,3.9739055555555556,0,0,1,0,3.199999999999932,17.0
2020-04-30,NYC,New York (Central Park),59.9,48.8,55.2,1015.5,25.6,136,54.4,1.087,1.087,89,51.9,100,3.0542277777777778,0,1,0,0,-7.399999999999977,11.100000000000001
2020-05-01,NYC,New York (Central Park),65.2,52.2,57.2,1005.9,14.7,327,25.7,0.362,0.362,86,52.9,78,9.412369444444444,1,0,0,0,-9.600000000000023,13.0
2020-05-02,NYC,New York (Central Park),70.4,48.1,59.4,1013.4,15.5,301,28.2,0.0,0.0,54,41.8,40,12.789122222222222,0,0,0,1,7.5,22.300000000000004
2020-05-03,NYC,New York (Central Park),75.7,52.4,63.8,1007.6,11.1,238,22.4,0.205,0.205,64,50.6,64,12.185155555555555,0,0,0,1,-5.7999999999999545,23.300000000000004
2020-05-04,NYC,New York (Central Park),67.5,47.0,58.3,1006.7,19.2,316,36.5,0.016,0.016,58,42.8,46,11.891633333333333,1,0,0,0,-0.8999999999999773,20.5
2020-05-05,NYC,New York (Central Park),58.7,43.7,50.6,1012.8,12.7,304,25.3,0.0,0.0,51,32.1,52,11.92298888888889,0,0,0,1,6.099999999999909,15.0
2020-05-06,NYC,New York (Central Park),52.5,42.6,47.5,1010.5,11.9,69,23.0,0.13,0.13,77,40.4,88,2.9265805555555557,0,0,1,0,-2.2999999999999545,9.899999999999999
2020-05-07,NYC,New York (Central Park),61.9,41.6,52.9,1008.2,13.2,292,25.9,0.02,0.02,54,34.5,47,12.805880555555555,0,0,0,1,-2.2999999999999545,20.299999999999997
2020-05-08,NYC,New York (Central Park),51.7,41.6,46.9,1008.1,20.2,324,34.4,0.425,0.425,71,37.6,80,2.239811111111111,1,0,0,0,-0.10000000000002274,10.100000000000001
2020-05-09,NYC,New York (Central Park),46.4,32.6,40.0,1011.1,21.9,295,42.3,0.051,0.043,49,21.3,30,13.212141666666666,0,0,0,1,3.0,13.799999999999997
2020-05-10,NYC,New York (Central Park),60.1,36.6,49.1,1017.6,18.3,247,36.0,0.0,0.0,49,30.1,35,12.761238888888888,0,0,0,1,6.5,23.5
2020-05-11,NYC,New York (Central Park),58.9,42.7,50.1,1011.5,14.6,256,30.2,0.126,0.126,70,40.6,48,10.862369444444445,0,0,0,1,-6.100000000000023,16.199999999999996
2020-05-12,NYC,New York (Central Park),58.0,40.5,48.4,1017.1,18.8,299,35.8,0.0,0.0,48,27.9,28,13.380752777777777,0,0,0,1,5.600000000000023,17.5
2020-05-13,NYC,New York (Central Park),59.6,36.1,48.5,1025.2,14.9,307,29.8,0.0,0.0,48,28.6,16,13.346816666666667,0,0,0,1,8.100000000000023,23.5
2020-05-14,NYC,New York (Central Park),62.0,38.6,53.1,1023.9,10.3,163,21.7,0.0,0.0,61,39.1,51,13.111402777777778,0,1,0,0,-1.3000000000000682,23.4
2020-05-15,NYC,New York (Central Park),80.9,54.9,68.6,1013.6,14.9,237,35.8,0.134,0.134,70,57.8,68,10.662663888888888,0,0,0,1,-10.299999999999955,26.000000000000007
2020-05-16,NYC,New York (Central Park),73.3,59.4,65.9,1017.1,14.3,323,25.1,0.035,0.035,66,53.4,93,13.545066666666665,1,0,0,0,3.5,13.899999999999999
2020-05-17,NYC,New York (Central Park),63.4,50.3,56.4,1024.8,10.8,133,22.6,0.0,0.0,72,47.1,93,13.433527777777776,0,0,1,0,7.699999999999932,13.100000000000001
2020-05-18,NYC,New York (Central Park),67.7,50.7,58.5,1020.8,11.2,65,22.6,0.0,0.0,68,47.7,96,11.241002777777778,0,0,1,0,-4.0,17.0
2020-05-19,NYC,New York (Central Park),63.9,51.1,57.1,1024.2,21.2,67,40.7,0.0,0.0,53,39.0,95,12.009633333333333,0,0,1,0,3.400000000000091,12.799999999999997
2020-05-20,NYC,New York (Central Park),63.3,45.6,54.1,1030.2,12.6,81,25.9,0.0,0.0,56,37.9,84,12.264172222222221,0,0,1,0,6.0,17.699999999999996
2020-05-21,NYC,New York (Central Park),62.5,42.4,53.1,1028.6,10.0,147,22.1,0.0,0.0,76,45.0,3,13.681219444444444,0,1,0,0,-1.6000000000001364,20.1
2020-05-22,NYC,New York (Central Park),72.1,52.0,61.9,1021.0,11.8,176,23.5,0.087,0.087,80,55.2,61,10.456077777777777,0,1,0,0,-7.599999999999909,20.099999999999994
2020-05-23,NYC,New York (Central Park),68.3,53.5,60.5,1016.8,15.4,59,29.5,0.583,0.583,92,58.1,96,1.934363888888889,0,0,1,0,-4.2000000000000455,14.799999999999997
2020-05-24,NYC,New York (Central Park),66.7,49.5,57.3,1024.0,10.8,69,23.3,0.0,0.0,68,46.7,84,13.727088888888888,0,0,1,0,7.2000000000000455,17.200000000000003
2020-05-25,NYC,New York (Central Park),68.6,54.3,59.7,1023.3,7.2,90,15.4,0.0,0.0,85,54.9,77,5.955994444444445,0,0,1,0,-0.7000000000000455,14.299999999999997
2020-05-26,NYC,New York (Central Park),72.8,55.7,62.7,1023.1,9.3,161,19.0,0.0,0.0,89,59.2,71,10.791472222222223,0,1,0,0,-0.1999999999999318,17.099999999999994
2020-05-27,NYC,New York (Central Park),72.6,58.3,63.7,1023.6,12.0,163,24.2,0.0,0.0,91,61.0,99,7.4027,0,1,0,0,0.5,14.299999999999997
2020-05-28,NYC,New York (Central Park),73.9,60.5,66.2,1021.2,16.1,161,31.3,0.075,0.075,94,64.1,96,6.1053749999999996,0,1,0,0,-2.3999999999999773,13.400000000000006
