city,city_name,date,nws_settlement_temp,source,note
NYC,New York (Central Park),2020-03-06,44,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-07,46,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-08,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-09,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-10,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-11,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-12,49,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-13,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-14,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-15,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-16,44,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-17,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-18,50,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-19,55,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-20,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-21,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-22,42,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-23,41,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-24,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-25,45,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-26,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-27,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-28,49,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-29,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-30,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-03-31,47,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-01,54,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-02,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-03,49,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-04,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-05,61,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-06,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-07,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-08,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-09,61,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-10,48,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-11,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-12,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-13,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-14,56,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-15,51,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-16,48,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-17,50,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-18,47,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-19,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-20,53,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-21,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-22,48,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-23,50,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-24,48,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-25,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-26,49,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-27,46,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-28,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-29,57,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-04-30,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-01,65,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-02,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-03,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-04,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-05,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-06,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-07,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-08,52,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-09,46,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-10,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-11,59,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-12,58,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-13,60,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-14,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-15,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-16,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-17,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-18,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-19,64,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-20,63,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-21,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-22,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-23,68,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-24,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-25,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-26,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-27,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-28,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-29,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-30,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-05-31,69,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-01,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-02,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-03,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-04,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-05,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-06,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-07,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-08,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-09,87,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-10,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-11,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-12,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-13,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-14,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-15,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-16,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-17,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-18,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-19,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-20,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-21,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-22,87,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-23,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-24,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-25,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-26,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-27,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-28,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-29,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-06-30,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-01,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-02,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-03,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-04,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-05,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-06,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-07,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-08,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-09,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-10,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-11,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-12,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-13,87,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-14,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-15,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-16,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-17,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-18,92,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-19,92,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-20,95,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-21,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-22,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-23,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-24,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-25,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-26,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-27,95,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-28,93,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-29,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-30,90,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-07-31,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-01,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-02,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-03,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-04,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-05,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-06,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-07,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-08,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-09,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-10,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-11,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-12,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-13,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-14,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-15,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-16,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-17,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-18,82,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-19,75,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-20,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-21,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-22,86,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-23,84,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-24,88,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-25,91,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-26,79,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-27,92,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-28,89,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-29,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-30,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-08-31,74,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-01,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-02,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-03,85,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-04,83,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-05,78,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-06,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-07,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-08,81,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-09,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-10,80,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-11,76,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-12,70,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-13,73,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-14,77,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-15,66,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-16,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-17,72,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-18,67,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
NYC,New York (Central Park),2020-09-19,62,open_meteo_proxy,Proxy for NWS CLI - may differ by 1-2F
